text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
How do I get a new card sent to China?,9,38,10,get new card sent china,38,2.9,1,3
How much will it cost me for a SEPA transfer?,56,45,10,much cost sepa transfer,45,3.6,1,5
There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.,28,143,29,transaction showing app make used card day please reimburse amount account,143,3.9310344827586206,2,4
What is the max I can top up?,60,29,8,max top,29,2.75,1,2
"top up google pay, is it possible?",2,34,7,top google pay possible,34,4.0,2,0
Where do I find my card PIN?,38,28,7,find card pin,28,3.142857142857143,1,5
"I don't know my PIN, how can I find that out?",38,45,11,dont know pin find,45,3.1818181818181817,3,5
"If my account is low in funds, can I set an auto top-up?",4,56,13,account low fund set auto topup,56,3.3846153846153846,3,2
I think the bank made a mistake on the exchange rates,76,53,11,think bank made mistake exchange rate,53,3.909090909090909,0,1
are both visa and mastercard available to me?,73,45,8,visa mastercard available,45,4.75,1,0
What is the age limit for an account?,1,37,8,age limit account,37,3.75,1,1
What's the earliest time to receive my card?,12,44,8,whats earliest time receive card,44,4.625,2,1
Which credit card top-ups do you accept?,54,40,7,credit card topups accept,40,4.857142857142857,2,1
Why would a cash withdrawal still be pending?,46,45,8,would cash withdrawal still pending,45,4.75,1,1
The app can't verify my information for identity proofing purposes.,68,67,10,app cant verify information identity proofing purpose,67,5.8,2,1
How come my card payment has been declined?,25,43,8,come card payment declined,43,4.5,1,1
What is a disposable virtual card?,37,34,6,disposable virtual card,34,4.833333333333333,1,1
i haven't received my order and want a refund,52,45,9,havent received order want refund,45,4.111111111111111,1,0
What other fiat currencies can I use?,36,37,7,fiat currency use,37,4.428571428571429,1,2
Which countries do you currently support?,24,41,6,country currently support,41,6.0,1,1
"My details need to be changed, how can I do so?",30,47,11,detail need changed,47,3.3636363636363638,2,2
want a new card what are the fees,9,33,8,want new card fee,33,3.25,0,0
Can you cancel my purchase?,52,27,5,cancel purchase,27,4.6,1,1
I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?,52,129,30,received item ordered yet want cancel get refund please guide,129,3.3333333333333335,2,2
"I know this very late, but I just went through my statements from the last couple months and there's one quite large-ish payment that I definitely haven't made. Is it still possible to dispute it?",28,196,35,know late went statement last couple month there one quite largeish payment definitely havent made still possible dispute,196,4.628571428571429,6,4
I need a new PIN.,21,17,5,need new pin,17,2.6,1,4
"Hey, I'm buying a flat and I need my mortgage to go though. However, every time I check I get an error message. Is there any way you can help me with this transfer.",35,164,34,hey buying flat need mortgage though however every time check get error message way help transfer,164,3.8529411764705883,6,7
How do i transfer money using my credit card?,62,45,9,transfer money using credit card,45,4.111111111111111,1,1
I don't know what pending transaction means.,45,44,7,dont know pending transaction mean,44,5.428571428571429,2,1
What do I do if my card gets broken?,14,36,9,card get broken,36,3.111111111111111,1,2
Have you sent out my card yet?,11,30,7,sent card yet,30,3.4285714285714284,1,1
I made a mistake with a transaction!,8,36,7,made mistake transaction,36,4.285714285714286,1,1
"Although I am not located in the UK area, may i still receive a card?",24,69,15,although located area may still receive card,69,3.6666666666666665,2,4
is there a reason i need to verify top up,71,41,10,reason need verify top,41,3.2,0,0
How much does it cost to do a transfer?,56,39,9,much cost transfer,39,3.4444444444444446,1,1
How can I top-up my card?,58,25,6,topup card,25,3.3333333333333335,2,2
Are there any fees if I use a European bank card for a top up?,57,62,15,fee use european bank card top,62,3.2,1,3
Why did you decline my transfer?,27,32,6,decline transfer,32,4.5,1,1
How can I perform a dual money transferring from one account to another?,65,72,13,perform dual money transferring one account another,72,4.615384615384615,1,2
What form of payments can I use for topping up?,58,47,10,form payment use topping,47,3.8,1,2
How can I get a refund for a purchase?,52,38,9,get refund purchase,38,3.3333333333333335,1,2
How do I delete my account? I am dissatisfied with the service.,55,63,12,delete account dissatisfied service,63,4.333333333333333,2,3
It's not letting me transfer money to my beneficiery.,7,53,9,letting transfer money beneficiery,53,5.0,2,1
I got double charged for a payment so how do I fix that?,63,56,13,got double charged payment fix,56,3.3846153846153846,1,2
How long does it take for a top-up?,47,35,8,long take topup,35,3.5,2,1
What is the process for unlocking the pin?,49,42,8,process unlocking pin,42,4.375,1,1
Why am I being charged for transferring money?,64,46,8,charged transferring money,46,4.875,1,2
I am asking to end my account.,55,30,7,asking end account,30,3.4285714285714284,1,1
How do you exchange currencies,33,30,5,exchange currency,30,5.2,0,1
Are there any limits to using disposable virtual cards?,29,55,9,limit using disposable virtual card,55,5.222222222222222,1,1
How long will I have to wait for my new card?,12,45,11,long wait new card,45,3.1818181818181817,1,2
Why did I have to pay a fee when I got cash?,19,44,12,pay fee got cash,44,2.75,1,3
I am still waiting for a transaction to be completed,66,52,10,still waiting transaction completed,52,4.3,0,1
I want to transfer money. How do I do that for my account?,65,58,13,want transfer money account,58,3.5384615384615383,2,3
Can I order a virtual card?,40,27,6,order virtual card,27,3.6666666666666665,1,2
I no longer want this can i cancel my purchase?,52,47,10,longer want cancel purchase,47,3.8,1,1
Why was my card declined?,25,25,5,card declined,25,4.2,1,1
Is there a way to order a virtual card on the website?,40,54,12,way order virtual card website,54,3.5833333333333335,1,1
I tried using my card at multiple vendors and now it's not working.,14,67,13,tried using card multiple vendor working,67,4.230769230769231,2,1
There's a payment in the app I don't recognize.,16,47,9,there payment app dont recognize,47,4.333333333333333,3,2
What is the longest that a payment will show pending?  There is one showing that has been sitting there a few days.,45,115,22,longest payment show pending one showing sitting day,115,4.2272727272727275,2,2
Will there be any charges for money received?,56,45,8,charge money received,45,4.75,1,1
I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,26,109,21,tried using atm card notting hill location today work something wrong,109,4.142857142857143,3,9
There is a record of payment I never submitted on the app.,16,58,12,record payment never submitted app,58,3.9166666666666665,1,2
At which locations can I order a card?,43,38,8,location order card,38,3.875,1,2
Why hasn't my account updated?,6,30,5,hasnt account updated,30,5.2,2,1
Can I track history on funds?,70,29,6,track history fund,29,4.0,1,2
What are the top up fees for using an European bank card?,57,57,12,top fee using european bank card,57,3.8333333333333335,1,2
The ATM didn't give me the amount I asked for,75,45,10,atm didnt give amount asked,45,3.6,1,5
Can my children get an account?,1,31,6,child get account,31,4.333333333333333,1,1
What are the requirements to verify my identity?,69,48,8,requirement verify identity,48,5.125,1,1
How long does it actually take for a card payment to go through? There's one stuck since a couple of days already that doesn't seem to move,45,139,27,long actually take card payment there one stuck since couple day already doesnt seem move,139,4.185185185185185,3,2
Can I use my card at any ATMs?,3,30,8,use card atm,30,2.875,1,5
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",75,133,31,get money asked asked cash account got half,133,3.3225806451612905,5,6
I have a transaction showing up more than once.,63,47,9,transaction showing,47,4.333333333333333,1,1
Why won't cash come out of the ATM?,26,35,8,wont cash come atm,35,3.5,2,4
If I need to exchange currency is there an extra fee?,31,53,11,need exchange currency extra fee,53,3.909090909090909,1,2
My card is almost going to expire.,9,34,7,card almost going expire,34,4.0,1,1
What type of card can I use to top up?,54,38,10,type card use top,38,2.9,1,2
"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?",61,95,20,topup supposed done money gone glitch system,95,3.8,4,2
"Help, I don't know what the PIN is to my card?",38,46,11,help dont know pin card,46,3.272727272727273,3,5
Can I still access the app even though my phone was stolen?,42,59,12,still access app even though phone stolen,59,4.0,1,2
I was checking my statement and I think one of my card payments has reverted,53,76,15,checking statement think one card payment reverted,76,4.133333333333334,0,2
Can I make sure my card is delivered on a specific day?,12,55,12,make sure card delivered specific day,55,3.6666666666666665,1,2
What are my payment options for topping off my account?,58,55,10,payment option topping account,55,4.6,1,1
Is there any way to Auto top-up?,4,32,7,way auto topup,32,3.7142857142857144,2,2
I didn't receive all the cash I asked for,75,41,9,didnt receive cash asked,41,3.6666666666666665,1,2
where is card accepted,10,22,4,card accepted,22,4.75,0,0
What is your shipping policies for cards?,12,41,7,shipping policy card,41,5.0,1,1
"I don't recognize this payment on my app, I am sure I didn't spend any money there.",16,83,17,dont recognize payment app sure didnt spend money,83,3.9411764705882355,4,3
Is there a top-up limit that I have to stay under during a given period of time?,60,80,17,topup limit stay given period time,80,3.764705882352941,2,2
Yesterday I had my phone stolen.  Please advise what I should do.,42,65,12,yesterday phone stolen please advise,65,4.416666666666667,2,4
My disposable virtual card is not working,72,41,7,disposable virtual card working,41,5.0,0,1
I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,51,194,39,asked rather frustrated dont understand wont credit money back contacted seller nothing done week,194,4.0,7,5
can you assist me in activating my card?,0,40,8,assist activating card,40,4.125,1,0
"I am not supposed to be charged a cash withdrawal fee, but I was.",19,65,14,supposed charged cash withdrawal fee,65,3.7142857142857144,2,2
Money is not in recipients account.,66,35,6,money recipient account,35,5.0,1,1
Why do I see a random withdrawal in my app?,20,43,10,see random withdrawal app,43,3.4,1,2
The exchange rate for my payment last Saturday must be wrong because I was charged extra.,17,89,16,exchange rate payment last saturday must wrong charged extra,89,4.625,1,3
"I'm trying to verify my top up card, how do I do that?",71,54,13,trying verify top card,54,3.230769230769231,3,2
Why do you need to perform identity verification?,74,49,8,need perform identity verification,49,5.25,1,1
Can you help with a transfer to an account,7,42,9,help transfer account,42,3.7777777777777777,0,1
How do I add the card I just received to show up in the app?,13,60,15,add card received show app,60,3.066666666666667,1,3
My disposable virtual card will not work,72,40,7,disposable virtual card work,40,4.857142857142857,0,1
I need a transaction reversed from my account.,63,46,8,need transaction reversed account,46,4.875,1,1
How long does it take for a top up to be approved?,47,50,12,long take top approved,50,3.25,1,1
Will I have to wait much longer for my new card to arrive?,11,58,13,wait much longer new card arrive,58,3.5384615384615383,1,2
Is it permissible to hold money in multiple currencies?,36,55,9,permissible hold money multiple currency,55,5.222222222222222,1,1
I don't like that I have to fill out so much information about my identity.,74,75,15,dont like fill much information identity,75,4.066666666666666,2,2
I don't see the verification code for my card transfer.,71,55,10,dont see verification code card transfer,55,4.6,2,1
Why did my top up not work?,59,27,7,top work,27,3.0,1,1
What is the present state of the exchange rate?,32,47,9,present state exchange rate,47,4.333333333333333,1,1
Will you reinstate my PIN?,49,26,5,reinstate pin,26,4.4,1,4
i need to trace a deposit,70,25,6,need trace deposit,25,3.3333333333333335,0,0
A payment that I didn't make appears in my app.,16,47,10,payment didnt make appears app,47,3.8,2,2
My card payment has had the status of pending forever. What is the issue? It should have gone through at some point.,45,116,22,card payment status pending forever issue gone point,116,4.318181818181818,3,3
Is there a fee to make a transfer?,56,34,8,fee make transfer,34,3.375,1,1
Someone might be using my card that is not me.,22,46,10,someone might using card,46,3.7,1,1
There is a withdrawal waiting.,46,30,5,withdrawal waiting,30,5.2,1,1
"Please help me as i am continuously facing the issue in transferring money to my friends, as all my transactions are getting failed.",35,132,23,please help continuously facing issue transferring money friend transaction getting failed,132,4.782608695652174,2,1
I believe my card has been compromised because of a strange withdrawal,20,70,12,believe card compromised strange withdrawal,70,4.916666666666667,0,1
My phone was stolen,42,19,4,phone stolen,19,4.0,0,1
After transfering some money my balance hasn't changed.,5,55,8,transfering money balance hasnt changed,55,6.0,2,1
How can I activate my card>,0,27,6,activate card,27,3.6666666666666665,1,2
My app says that I received cash from an ATM and I didn't.,20,58,13,app say received cash atm didnt,58,3.5384615384615383,2,6
I no longer have my phone.,42,26,6,longer phone,26,3.5,1,1
How do I get my card active?,0,28,7,get card active,28,3.142857142857143,1,2
I bought an item and the exchange rate was wrong.,17,49,10,bought item exchange rate wrong,49,4.0,1,1
Is GBP a supported currency?,50,28,5,gbp supported currency,28,4.8,1,4
"I see a transfer fee, but to my understand, that should have been free, what happened?",64,86,16,see transfer fee understand free happened,86,4.4375,4,1
What information do you need to verify my Source of Funds?,70,58,11,information need verify source fund,58,4.363636363636363,1,3
How can I change USD to GBP?,33,28,7,change usd gbp,28,3.142857142857143,1,8
When does the money get transferred to my account,67,49,9,money get transferred account,49,4.555555555555555,0,1
what is the matter?,28,19,4,matter,19,4.0,1,0
What is the current exchange rate?,32,34,6,current exchange rate,34,4.833333333333333,1,1
How do I fix a payment that was reverted,53,40,9,fix payment reverted,40,3.5555555555555554,0,2
I made a transfer and it doesnt' show up in my account.,5,55,12,made transfer doesnt show account,55,3.6666666666666665,2,1
I believe my top up is still pending,47,36,8,believe top still pending,36,3.625,0,1
Will I get a real card?,43,23,6,get real card,23,3.0,1,2
Is there a reason my new card hasn't arrived yet?,11,49,10,reason new card hasnt arrived yet,49,4.0,2,1
I need to know what these extra charges are on my statement?,34,60,12,need know extra charge statement,60,4.083333333333333,1,1
there is money in my account that i didnt put there,20,51,11,money account didnt put,51,3.727272727272727,0,0
I'd like like to know where I can order a virtual card?,40,55,12,like like know order virtual card,55,3.6666666666666665,2,2
Can I use my card anywere?,10,26,6,use card anywere,26,3.5,1,2
I can not find my phone or it has been stolen.,42,46,11,find phone stolen,46,3.272727272727273,1,1
How do I know if my top-up went through?,47,40,9,know topup went,40,3.5555555555555554,2,2
Can I add a card that I just found (again) to the app?,13,54,13,add card found app,54,3.230769230769231,3,3
How do I link my card in the app.,13,33,9,link card app,33,2.7777777777777777,1,2
Why is this not letting me exchange crypto? I need help making this transaction go through.,7,91,16,letting exchange crypto need help making transaction,91,4.75,2,2
Help me set up a new PIN?,21,25,7,help set new pin,25,2.7142857142857144,1,4
"I want to link to my card card with you, how?",13,45,11,want link card card,45,3.1818181818181817,2,1
Does the app top up automatically?,4,34,6,app top automatically,34,4.833333333333333,1,1
I want to know if there is a maximum I can top up.,60,50,13,want know maximum top,50,2.923076923076923,1,2
I need a new PIN number.,49,24,6,need new pin number,24,3.1666666666666665,1,4
Supported countries,24,19,2,supported country,19,9.0,0,1
Are there fees for adding money with an International card?,57,59,10,fee adding money international card,59,5.0,1,2
Are there any fees if I want to add money using an international card?,57,70,14,fee want add money using international card,70,4.071428571428571,1,2
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",15,103,17,getting charged fee payment please help understand fee disclosed,103,5.0588235294117645,3,2
I checked the app and there is a payment that I don't recognize.,16,64,13,checked app payment dont recognize,64,4.0,2,2
Remove my account immediately.,55,30,4,remove account immediately,30,6.75,1,1
Will there be any fees for top ups?,57,35,8,fee top ups,35,3.5,1,1
My last name has changed and I need to update my account details.,30,65,13,last name changed need update account detail,65,4.076923076923077,1,2
Can I use app to freeze my card and dispute fraud?,22,50,11,use app freeze card dispute fraud,50,3.6363636363636362,1,2
I did a money transfer to my account and it is not showing there.,5,65,14,money transfer account showing,65,3.7142857142857144,1,1
My card expires next week. How do I get a new one?,9,50,12,card expires next week get new one,50,3.25,2,3
Please help me with the activation of the new card.,0,51,10,please help activation new card,51,4.2,1,1
I don't remember my password,44,28,5,dont remember password,28,4.8,1,1
Why did I only receive this much currency?,76,42,8,receive much currency,42,4.375,1,2
why was i chargged,64,18,4,chargged,18,3.75,0,0
I need you to delete my account right now.,55,42,9,need delete account right,42,3.7777777777777777,1,1
How do I active this card?,0,26,6,active card,26,3.5,1,2
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",63,330,66,account show charged twice meal get second payment voided returned eat much family living paycheck paycheck mostly afford spend money necessary must see cost promptly credited back onto card,330,4.0,7,7
I need to stop a transaction that I made.,8,41,9,need stop transaction made,41,3.6666666666666665,1,2
What do I do if I forgot my passcode?,44,37,9,forgot passcode,37,3.2222222222222223,1,3
Which countries do you operate in,24,33,6,country operate,33,4.666666666666667,0,1
Is it okay to hold money in multiple currencies?,36,48,9,okay hold money multiple currency,48,4.444444444444445,1,1
Help! When will the card arrive at my home?,12,43,9,help card arrive home,43,3.888888888888889,2,2
"I need an accurate exchange rate, when I make my withdrawals.",76,61,11,need accurate exchange rate make withdrawal,61,4.636363636363637,2,2
I ordered my card 2 weeks ago and it still isn't here? What do I do?,11,68,16,ordered card week ago still isnt,68,3.3125,3,3
Tell me what ATMs use this card.,3,32,7,tell atm use card,32,3.7142857142857144,1,4
The app wouldn't accept my top up.,61,34,7,app wouldnt accept top,34,4.0,2,1
Can you tell me where I can order a virtual card?,40,49,11,tell order virtual card,49,3.5454545454545454,1,2
In what ATM can I change my pin?,21,32,8,atm change pin,32,3.125,1,5
Can I create a disposable virtual card?,37,39,7,create disposable virtual card,39,4.714285714285714,1,2
The app is showing a cash withdrawal that I didn't make.,20,56,11,app showing cash withdrawal didnt make,56,4.181818181818182,2,2
My new card keeps getting declined. I was very excited to use it for the first time today. Why is this doing this?,25,114,23,new card keep getting declined excited use first time today,114,4.0,3,3
Why did my transfer get declined?,27,33,6,transfer get declined,33,4.666666666666667,1,1
Can you tell me if I can hold money in several currencies?,36,58,12,tell hold money several currency,58,3.9166666666666665,1,2
do i need to add money before i order a card,43,44,11,need add money order card,44,3.090909090909091,0,0
How do I change my PIN abroad?,21,30,7,change pin abroad,30,3.4285714285714284,1,5
"My card was supposed to arrive, but hasn't?",11,43,8,card supposed arrive hasnt,43,4.5,3,1
I don't understand why you want so much of my personal info.,74,60,12,dont understand want much personal info,60,4.083333333333333,2,1
"I received my new card, how is it activated?",0,44,9,received new card activated,44,4.0,2,1
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,66,262,58,new landlord lier trying rip saying ive paid rent paid rent going say money hasnt got see going account check money went right place,262,3.4827586206896552,6,7
I sent money to someone but they haven't gotten it yet,66,54,11,sent money someone havent gotten yet,54,4.0,1,1
Is it ok for a friend to send me money?,50,39,10,friend send money,39,3.0,1,1
"I need some money transferred ASAP, how long does the process take?",67,67,12,need money transferred asap long process take,67,4.666666666666667,2,5
"I have waited 15 days, but my payment still hasn't cleared.",45,59,11,waited day payment still hasnt cleared,59,4.454545454545454,3,1
How many days does it take until funds are in my account?,67,57,12,many day take fund account,57,3.8333333333333335,1,1
I'm trying to transfer money to another country. It's just pending and not sending. My account details are correct. Please help me.,48,131,22,trying transfer money another country pending sending account detail correct please help,131,5.0,6,4
I believe you charged me too much to exchange my money,17,54,11,believe charged much exchange money,54,4.0,0,1
How can I make my card ready to use?,0,36,9,make card ready use,36,3.111111111111111,1,2
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,26,121,25,please help card tried use card two different atm repeatedly declining atm,121,3.88,2,8
How long after I receive my statement can I dispute payments on it?,28,67,13,long receive statement dispute payment,67,4.230769230769231,1,3
Can I use my card while on vacation overseas?,10,45,9,use card vacation overseas,45,4.111111111111111,1,2
What are the policies of disposable cards?,29,42,7,policy disposable card,42,5.142857142857143,1,1
Is it possible to get a card when i'm not in the UK?,24,52,13,possible get card,52,3.076923076923077,2,3
I have exceeded the number of times I can try my PIN,49,52,12,exceeded number time try pin,52,3.4166666666666665,0,5
WHAT IS THE SOLUTION OF THIS PROBLEM,11,36,7,solution problem,36,4.285714285714286,0,30
How to order a virtual card,40,27,6,order virtual card,27,3.6666666666666665,0,1
My money I added isn't on my card.,59,34,8,money added isnt card,34,3.375,2,2
How much does each transfer cost?,56,33,6,much transfer cost,33,4.666666666666667,1,1
Are there any sort of fees involved for top of transfers?,56,57,11,sort fee involved top transfer,57,4.2727272727272725,1,1
Please explain why my payment was declined? I thought everything was good.,25,74,12,please explain payment declined thought everything good,74,5.25,2,2
What do I do if I forget my passcode?  Because I did.,44,53,12,forget passcode,53,3.4166666666666665,2,5
How do I check security settings using the app?,14,47,9,check security setting using app,47,4.333333333333333,1,2
how is it possible to add another card to account,39,49,10,possible add another card account,49,4.0,0,0
I'm interested in what your exchange rates are based on.,32,56,10,interested exchange rate based,56,4.7,2,1
$1 charge in transaction.,34,25,4,charge transaction,25,5.5,2,0
Why has my transfer failed?,35,27,5,transfer failed,27,4.6,1,1
I think my card is broken,14,25,6,think card broken,25,3.3333333333333335,0,1
I am seeing and extra 1$ charged to my account and wanted to know about it.,34,75,16,seeing extra charged account wanted know,75,3.75,2,1
Why is my card not working?,14,27,6,card working,27,3.6666666666666665,1,1
help me find where this money came from,70,39,8,help find money came,39,4.0,0,0
What is the number of days I have to wait for my Europe transfer?,67,65,14,number day wait europe transfer,65,3.7142857142857144,1,3
I asked for more cash than what was received,75,44,9,asked cash received,44,4.0,0,1
Why hasn't my money transfer shown up yet?,5,42,8,hasnt money transfer shown yet,42,4.375,2,1
Exchange rate on a purchase was incorrect,17,41,7,exchange rate purchase incorrect,41,5.0,0,1
can i get a description of how to use a disposable virtual card,37,63,13,get description use disposable virtual card,63,3.923076923076923,0,0
Are there top up charges for US cards?,57,38,8,top charge card,38,3.875,1,3
How can my boss pay me directly to the card?,50,44,10,bos pay directly card,44,3.5,1,1
My transfer still says pending,48,30,5,transfer still say pending,30,5.2,0,1
When will I get my card?,11,24,6,get card,24,3.1666666666666665,1,2
What do I do to verify a top-up?,71,32,8,verify topup,32,3.125,2,2
How many transactions can I do with a disposable card?,29,54,10,many transaction disposable card,54,4.5,1,2
What do I need to do to transfer my paycheck to my account?,50,59,13,need transfer paycheck account,59,3.6153846153846154,1,2
I did a payment but the app cancelled it.,53,41,9,payment app cancelled,41,3.6666666666666665,1,1
Do I need to choose GBP to get my salary deposited properly?,50,60,12,need choose gbp get salary deposited properly,60,4.083333333333333,1,5
I am getting continuous failure for all my transfers. I have cross checked each recipient detail again and again and everything is correct.,27,139,23,getting continuous failure transfer cross checked recipient detail everything correct,139,5.086956521739131,2,2
Why am I unable to withdraw my money through this card?,26,55,11,unable withdraw money card,55,4.090909090909091,1,2
"I'm concerned about a payment that has recently been made on my card.  I do not recognize the name that the transaction went to, can you help me?",16,145,28,concerned payment recently made card recognize name transaction went help,145,4.178571428571429,4,2
can i get a card if I live in the usa?,24,38,11,get card live usa,38,2.5454545454545454,1,1
I did a money transaction and the recipient doesn't see it,66,58,11,money transaction recipient doesnt see,58,4.363636363636363,1,1
I'm concerned because my cash withdrawal is pending.,46,52,8,concerned cash withdrawal pending,52,5.625,2,1
why isnt my account allowing transfers,7,38,6,isnt account allowing transfer,38,5.5,0,0
Cancel Transaction,8,18,2,cancel transaction,18,8.5,0,2
How do I know where my funds come from?,70,39,9,know fund come,39,3.4444444444444446,1,2
The expiration date of my card is approaching .,9,47,9,expiration date card approaching,47,4.333333333333333,1,1
I just got refunded for my purchase over two weeks ago,53,54,11,got refunded purchase two week ago,54,4.0,0,1
I can't find my PIN anywhere.,38,29,6,cant find pin anywhere,29,4.0,2,4
Can you give me a visa?,73,23,6,give visa,23,3.0,1,1
I didn't get the correct amount of money from the ATM machine,75,61,12,didnt get correct amount money atm machine,61,4.166666666666667,1,4
Do I have to go to an actual bank to change my PIN?,21,51,13,actual bank change pin,51,3.0,1,5
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8,152,26,please help app wont let cancel money transfer accidently sent money account wasnt mine need cancelled immediately,152,4.769230769230769,6,4
why does it take so long to verify my id,68,40,10,take long verify,40,3.1,0,0
Do you support changing the currency I use?,33,43,8,support changing currency use,43,4.5,1,2
What are the steps to activating a new card?,0,44,9,step activating new card,44,4.0,1,1
I have no idea why there is a dollar that has been charged to my account.,34,73,16,idea dollar charged account,73,3.625,1,1
I forgot my passcode. Now what?,44,31,6,forgot passcode,31,4.333333333333333,2,2
Can you delete the account?,55,27,5,delete account,27,4.6,1,1
Unusual direct deposit,28,22,3,unusual direct deposit,22,6.666666666666667,0,1
Can you tell me if I can track the card you sent me?,11,52,13,tell track card sent,52,3.076923076923077,1,2
Can you check the exchange rate on a cash transaction I did overseas,76,68,13,check exchange rate cash transaction overseas,68,4.3076923076923075,0,2
details need to be modified,30,27,5,detail need modified,27,4.6,0,0
I purchased an item and the exchange rate was wrong,17,51,10,purchased item exchange rate wrong,51,4.2,0,1
"I transferred money yesterday, but it still isn't available?",48,60,9,transferred money yesterday still isnt available,60,5.777777777777778,3,1
"Hi, I would like to file a claim for an inquiry. I am a frequent customer of the company in question and have never had any issue with my purchases, payments, or otherwise. However, the price deducted for an item I purchased a couple of weeks ago has been returned to my checking account. Was there an issue with my payment? The item has already been delivered to me.",53,367,69,would like file claim inquiry frequent customer company question never issue purchase payment otherwise however price deducted item purchased couple week ago returned checking account issue payment item already delivered,367,4.333333333333333,9,7
Can I change my PIN?,21,20,5,change pin,20,3.2,1,5
How do I get this damn virtual card to work?,72,44,10,get damn virtual card work,44,3.5,1,2
I think there has been a mistake on my exchange rate for this purchase.,17,71,14,think mistake exchange rate purchase,71,4.142857142857143,1,1
How many days until my US transfer arrives?,67,43,8,many day transfer arrives,43,4.5,1,3
how to recover my passcode,44,26,5,recover passcode,26,4.4,0,0
My transfer to my account is missing.,5,37,7,transfer account missing,37,4.428571428571429,1,1
Do you have a list of countries you operate in?,24,47,10,list country operate,47,3.8,1,1
What is minimum age for an account?,1,35,7,minimum age account,35,4.142857142857143,1,1
I paid with my card and ended up being charged a fee.,15,53,12,paid card ended charged fee,53,3.5,1,1
"If I don't live in the UK, can I get a card?",24,44,12,dont live get card,44,2.75,3,5
My card was eaten by the cash machine what do I do?,18,51,12,card eaten cash machine,51,3.3333333333333335,1,2
"I got some cash of an ATM earlier but this shows up as pending in the app. How can this be still pending, I've got the cash already?",46,132,28,got cash atm earlier show pending app still pending ive got cash already,132,3.75,4,6
I have friends that would like to top-up my account is that possible?,62,69,13,friend would like topup account possible,69,4.384615384615385,2,1
"im so mad right now. theres several charges that I think my x boyfriend made on my card. the companys on the website wouldn't refund me my money, they told me to contact my bank. DO something please.",28,199,38,mad right there several charge think boyfriend made card company website wouldnt refund money told contact bank something please,199,4.2631578947368425,6,3
Can I make a contactless payments?,23,34,6,make contactless payment,34,4.833333333333333,1,2
"I made a transfer and according to the receiver ""they haven't received the right amount"" Its lesser than it should be.Now I have to transfer more money to make up for the missing amount . Can you please help me about this,what should be done",64,241,45,made transfer according receiver havent received right amount lesser benow transfer money make missing amount please help thiswhat done,241,4.377777777777778,6,5
Can I use app to unblock my card?,49,33,8,use app unblock card,33,3.25,1,2
Hello. I'm trying to transfer some money to a friend but it keeps getting rejected. can you help me?,35,100,19,hello trying transfer money friend keep getting rejected help,100,4.315789473684211,4,2
Is there any limit to the amount I can add to a card at a time?,60,63,16,limit amount add card time,63,3.0,1,2
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",35,145,25,transferring money friend since morning transaction getting failed please look issue,145,4.84,4,3
"Hi, As suggested by you, i have asked the seller to initiate the refund, it has been a week and i haven't received my money. Please advise.",51,139,27,suggested asked seller initiate refund week havent received money please advise,139,4.185185185185185,6,3
"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?",48,184,37,transfer went seems caught pending status important got done quickly give status update long take,184,3.972972972972973,4,2
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,75,77,16,yikes didnt get amount money requested,77,3.75,4,5
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",66,217,44,sent landlord rent money day ago everything seems good end say never got money double checked account number correct help figure,217,3.9545454545454546,5,4
I'm not verifying my identity.,74,30,5,verifying identity,30,5.2,2,1
I can't find my phone and I'm worried someone is going to use it,42,64,14,cant find phone worried someone going use,64,3.642857142857143,2,2
Why am I being charged more ?,17,29,7,charged,29,3.2857142857142856,1,2
I have to verify my source of funds.,70,36,8,verify source fund,36,3.625,1,1
what is this extra charge for a withdrawal?,19,43,8,extra charge withdrawal,43,4.5,1,0
is my card PIN saved in the app,38,31,8,card pin saved app,31,3.0,0,3
