text,label,text_length,word_count
I used the wrong account.,8,25,5
I've made a horrible mistake!  I transferred money to the wrong account by accident!  I entered one of the digits wrong.  I need this cancelled immediately please.,8,163,27
What are the steps I need to take to cancel a transaction?,8,58,12
I would like to cancel a transfer...is this possible?,8,53,9
I want to cancel the transaction I made earlier,8,47,9
I submitted a transaction but it was for the incorrect account.,8,63,11
"I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account?",8,198,38
Can you help me to quickly cancel a transaction I accidentally did to the wrong account?,8,88,16
"I don't think the transaction has gone through, so can I cancel a transfer?",8,75,14
I wanna revert a transaction i did this morning.,8,48,9
I did a transaction to a wrong account!,8,39,8
Please help me cancel a transaction.,8,36,6
I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,8,135,27
How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,8,143,29
Please cancel my last transaction.,8,34,5
How to cancel a transaction,8,27,5
I need to cancel a transfer,8,27,6
Help me cancel a transfer.,8,26,5
"who do I talk to, to cancel a transfer?",8,39,9
Help! I need to cancel a transaction.,8,37,7
I made a mistake and need to cancel a transfer.,8,47,10
If I make a mistake can I cancel the transaction?,8,49,10
I need to cancel a transaction.,8,31,6
I don't need to transfer anymore and I want to cancel it.,8,57,12
How do I cancel a transfer?,8,27,6
"I made a mistake on the last transfer I made, who must I speak with to cancel?",8,78,17
Who do I call to cancel a transfer?,8,35,8
It is extremely important that I cancel the transfer I made yesterday and put the money into a different account.  Is this possible?,8,132,23
I made a transaction to the wrong account!,8,42,8
Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.,8,118,26
Is there a way to revert a transaction?,8,39,8
I have a transaction and would like to know if I it's cancelable?,8,65,13
I accidentally made a payment to a wrong account. What should I do?,8,67,13
How can I cancel my transfer?,8,29,6
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,8,113,19
Am I able to stop a transfer?,8,29,7
"I made a transaction, but I made it to an account I didn't mean to make it to.",8,78,18
stop the transaction,8,20,3
I need to reverse a transaction,8,31,6
I just realised I made the wrong payment yesterday. Can you please change it to the right account? It's my rent payment and really really needs to be in the right account by tomorrow,8,182,34
"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know.  Please can you help?",8,161,33
Please help!  The app won't let me cancel a money transfer.  I accidently sent money to an account that wasn't mine.  I need this cancelled immediately.,8,152,26
Help me cancel a transaction.,8,29,5
"I already made a transfer and want to cancel it, how do I do that?",8,66,15
"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",8,122,23
I sent a payment to the wrong account number - can that transaction be reversed? I am worried about accidentally giving my money away.,8,134,24
I want to reverse a transaction I did this morning,8,50,10
"I need you to stop the transfer I just started as soon as possible, I just realized it's not correct!",8,101,20
I would like to cancel my previous transaction,8,46,8
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer now. There isn't an option from the app.,8,159,31
"I made a mistake and did a transaction to a wrong account, can I cancel?",8,72,15
"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account.",8,104,21
I need urgent help. I realize I sent my payment to the wrong account number. I made a typo. Please cancel the transfer immediately. I cannot do anything from the app.,8,166,31
I want to cancel a transaction.,8,31,6
"I made a rent payment from the wrong account yesterday. It absolutely has to go through tomorrow, so can you please reroute the payment to the right account?",8,157,28
"I no longer want to transfer funds, can we cancel that transaction?",8,67,12
"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",8,134,25
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,8,115,22
I am trying to revert a transcation I did this morning,8,54,11
A payment I made is for a wrong amount can you help me correct the mistake.,8,75,16
I inadvertently completed a transaction on a wrong account.,8,59,9
I used the wrong account number!,8,32,6
How can I cancel a transfer I made,8,34,8
"I made a mistake of transferring, can I cancel my previous transfer?",8,68,12
"I made a mistake when making my last transfer, please cancel before it goes thru.",8,81,15
Can I stop a transaction?,8,25,5
I wish to cancel a transfer,8,27,6
I want to take back my transaction,8,34,7
Is it possible for a transaction to be cancelled?,8,49,9
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",8,170,33
is it possible to cancel transactions?,8,38,6
Help! I made a transfer in error and need to cancel it before it's complete!,8,76,15
I made a terrible mistake when typing in my account number.  I accidently sent money to the wrong account.  I noticed the app won't allow me to void the transaction.  Can someone help me with this immediately?,8,209,37
Is it possible to cancel my transfer?,8,37,7
How do I fix a transaction to the wrong account?,8,48,10
I goofed up and used the wrong account.  Please help.,8,53,10
I want to cancel a transfer I just made.,8,40,9
Cancel Transaction,8,18,2
"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",8,130,26
My transaction is on the wrong account.,8,39,7
"I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",8,119,24
How do I go about cancelling a transaction?,8,43,8
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",8,86,18
I would like to cancel a transfer,8,33,7
"Please help me, there is a transaction in the incorrect account.",8,64,11
How can I revert a transaction from this morning?,8,49,9
How do I cancel a recent transfer?,8,34,7
Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place.,8,175,34
I made a transaction this morning but I need to revert it now.,8,62,13
I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,8,122,24
I recently made a transfer but I need to cancel it as soon as possible.  Please let me know when this happens.,8,110,22
I made a transfer into my account and now I need to cancel it,8,61,14
"Cancel my transfer, please.",8,27,4
I need to cancel a transaction immediately.,8,43,7
Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it?,8,119,25
I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,8,103,19
Can I cancel a transfer I made,8,30,7
Where do I go to cancel a transaction?,8,38,8
How can I cancel a transaction to a wrong account?,8,50,10
There's been a transaction to the wrong account.,8,48,8
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,8,112,23
I want to revert this mornings transaction.,8,43,7
"I didn't mean to do the transfer, is there any way to cancel it?",8,64,14
I need immediate assistance in canceling a transfer which was a mistake. Please help me quickly so this does not go through.,8,124,22
Cancelling a transaction,8,24,3
The wrong account was used during a transaction.,8,48,8
I just initiated a transfer but I'd like to cancel it.,8,54,11
My morning transaction needs to be canceled.,8,44,7
My transaction from earlier needs to be reversed.,8,49,8
I recently made a transfer that I would like to cancel,8,54,11
"Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow.",8,198,35
What do I need to do to cancel a transaction?,8,45,10
How can I cancel this transaction?,8,34,6
Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account?,8,131,24
I need help right now. I realize I sent my payment to the wrong account number after making a typo. Please cancel the transfer now since I can't do it from the app.,8,164,33
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,8,124,25
I want to cancel a transaction from this morning.,8,49,9
A transfer has been made in my account that I need to cancel.  This was a mistake on my part and I hope we can get this resolved quickly.,8,137,29
I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,8,108,19
I'm really upset because I made a typo during a transfer and now I've sent money to the wrong account.  I can't fix this with the app.  Please help me immediately!,8,163,31
There was a transaction this morning that I'd like to reverse.,8,62,11
What do I have to do to cancel a transfer?,8,42,10
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",8,126,26
please cancel the transaction,8,29,4
What is the max amount of top-ups?,60,34,7
Are top-ups unlimited?,60,22,3
Can I increase my top-up maximum?,60,33,6
Can I top-up any amount?,60,24,5
What's the limit to how much I can top up?,60,42,10
Would I be able to top up as much as I can?,60,43,12
Do I have a limit to the number of top-ups per day?,60,51,12
need to know if there is a maximum i can top up,60,47,12
How many top-ups am I allowed to do?,60,36,8
How much is ok for me to top up with?,60,37,10
What is the maximum I can top up?,60,33,8
what is the most money i can top up?,60,36,9
Are there any top-up limits?,60,28,5
Is there a limit to the top-ups someone can do?,60,47,10
What is the greatest number of times that I can top-up?,60,55,11
Tell me if there is a limit to top-up.,60,38,9
Is there a top-up limit that I have to stay under during a given period of time?,60,80,17
How much am I allowed to top-up?,60,32,7
Is there a limit on how much I can top up?,60,42,11
Is there a limit to how much I can top-up?,60,42,10
Is there a limit for the amount I can top up?,60,45,11
what is the limit for top-ups?,60,30,6
How much can I top up in a day?,60,31,9
Do top-ups have limits?,60,23,4
Is there a limit to how much I can top up?,60,42,11
Please tell me the limit to topping-up.,60,39,7
Do top-up limits exist?,60,23,4
I would like to know how much I can top-up.,60,43,10
Whats the limit on my top up,60,28,7
Are there any top-up limits that I must follow?,60,47,9
Can I top-up any amount I wish on any given day?,60,48,11
Is topping up unlimited?,60,24,4
What is the highest amount of top ups I'm allowed?,60,50,10
is there a limit for top up?,60,28,7
Can I set my own top-up limit?,60,30,7
What are the rules for a top-up?,60,32,7
How often can I top up?,60,23,6
What is the highest amount I can top-up?,60,40,8
What is the most that I can top-up to a card?,60,45,11
What limits are the to top-ups?,60,31,6
How many times can I make a top-up?,60,35,8
Whats the max I can top up,60,26,7
What is the maximum top up?,60,27,6
What is the top-up limit for my card?,60,37,8
Tell me if there is a top-up limit.,60,35,8
What number of times can I top-up?,60,34,7
is there a limit to top up,60,26,7
What's the maximum amount I can top up my card with please?,60,59,12
How can I information on my limit for top-ups?,60,46,9
It seems I need to get information on limits for top-ups.,60,57,11
Are there any top-up limits involved?,60,37,6
What is my top-up limit?,60,24,5
Are there limits with top-up?,60,29,5
What is the max top-up?,60,23,5
What is your maximum top up limit per day?,60,42,9
"I need to add a serious amount of cash to my card, how do I do that?",60,68,17
Tell me about the limit for top ups.,60,36,8
Is there a limit to my top-up?,60,30,7
Is there a topping up limit?,60,28,6
Can I create my own top-up limit?,60,33,7
Can I top up?,60,13,4
How much could I top up?,60,24,6
How many top-ups can be approved?,60,33,6
What is the top-up limit?,60,25,5
Do you limit my top-offs?,60,25,5
Is the top-up amount unlimited?,60,31,5
How many top-ups can I use?,60,27,6
Is there a maximum for top-ups?,60,31,6
Will you set a limit to my top-up?,60,34,8
Is there a top-up limit?,60,24,5
How often am I able to top-up?,60,30,7
Can someone please tell me how much I can top-up?,60,49,10
What is the maximum for top-ups?,60,32,6
Do you have any top-up limits?,60,30,6
Do top-ups have a limit?,60,24,5
Can I top up any amount?,60,24,6
Can I use as many top-ups as I want?,60,36,9
Do I need to use a limit on top-ups?,60,36,9
What amount can I top-up?,60,25,5
Can you tell me the limit for top ups?,60,38,9
I need someone to assist me with explaining how much I can top-up.,60,66,13
What is the most I can top-up?,60,30,7
Is there a limit for top ups?,60,29,7
What is the max I can top up?,60,29,8
How often can I top up my account?,60,34,8
What's the amount that I can top-up?,60,36,7
Do you limit my top-ups?,60,24,5
is there a limit on top ups,60,27,7
What is the top-up limit on my cards?,60,37,8
What's my limit for topping up?,60,31,6
what are limits to top up,60,25,6
Is there any amount in which I would get cut off from topping up?,60,65,14
How much is the limit for top-ups?,60,34,7
How much can I top up on my card?,60,33,9
limits on top ups,60,17,4
What is the daily limit on my card?,60,35,8
What's the top-up limit?,60,24,4
Why did I only receive a partial amount of what I tried to withdraw?,75,68,14
my atm transaction was wrong,75,28,5
why did i only get 20.00,75,24,6
Why is my cash request and the amount I received different?,75,59,11
"I tried to withdraw $100, all it gave me was $20.",75,49,11
The ATM didn't give me enough money.,75,36,7
When I went to withdraw cash today the ATM gave me the wrong amount of cash. The app is showing a larger amount.,75,112,23
I didn't get the all the cash i wanted from the atm,75,51,12
I received $20 but I entered $100,75,33,7
"Hi, I used an ATM today to take money out of my account, but the amount it gave me is not the amount I requested. What should I do?",75,131,29
Did a WD earlier at an ATM.  The amount showing in the App is more than I got though.,75,85,19
I didn't get the correct amount of money from the ATM machine,75,61,12
Some cash was missing at ATM.,75,29,6
I didn't get all the cash I asked for,75,37,9
I tried to withdraw $100 but only got $20. What happened?,75,57,11
how come when i asked for 100 it only gave me 20.00 in the app,75,62,15
Asked for $100 but only got $20. Why would this happen?,75,55,11
I wanted to withdraw $100 from the ATM but I only got $20,75,57,13
I got less money than I asked for.,75,34,8
"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",75,172,32
The cash I wanted wasn't there.,75,31,6
I requested a higher amount for my cash withdrawal,75,50,9
The amount of cash I received did not match the amount I requested,75,66,13
The ATM didn't give me the full requested amount,75,48,9
The amount of cash I received was not the full amount,75,53,11
How can I request cash back? The ATM just gave me the wrong amount that I've been charged though...,75,99,19
I was only given $20 after trying to withdraw $100,75,50,10
I received less cash than the amount I specified in the ATM.,75,60,12
I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem?,75,216,45
I got less cash than what I specified at the ATM.,75,49,11
Why did I not get the amount of money I requested?,75,50,11
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,75,134,28
I got $20 when I should've gotten $100,75,38,8
How can I request cash back? The ATM gave me the wrong amount that I've been charged though...,75,94,18
I didn't receive the amount of cash I requested for the ATM.,75,60,12
my cash balance less than what I thought,75,40,8
It didn't give me my cash,75,25,6
It kept my cash,75,15,4
I only got $20 of the $100 that I attempted to withdraw.,75,56,12
"Hi, I draw out some money from the ATM today. The ATM has given me wrong amount and the application is displaying more amount than i withdraw.",75,142,27
I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,75,122,28
"HELP! I tried to get cash and it gave me some, but not the right amount!",75,72,16
"I am calling because the ATM didn't give me the right amount of cash, but my app shows the actual amount I wanted to withdraw. What should I do to get my money back?",75,165,34
Why didn't I receive the right amount of cash?,75,46,9
Why didn't I receive the right amount of cash at the ATM?,75,57,12
I received the wrong amount of cash back,75,40,8
Why did I only get $20 now the full amount I wanted?,75,52,12
The amount of cash I selected to withdraw is different than what I received.,75,76,14
What do I need to do to get cash back? The ATM gave me the wrong amount that I requested but the app is showing the amount to be correct.,75,137,30
What do I need to do to request cash back? The ATM actually just gave me the wrong amount. The app I actually chose the right amount.,75,133,27
I was just giving the wrong amount by the ATM. How do I request cash back at this point? The app is showing the amount that I actually requested even though that's not what I got.,75,179,36
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",75,199,44
I received incorrect amount of cash from an ATM today. It was more than I wanted. What do I do now?,75,99,21
ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now!,75,166,33
Why didn't the ATM give me all my money,75,39,9
I did not get the right amount of cash from the ATM.,75,52,12
Why did I get less from the ATM?,75,32,8
The ATM only gave me 10 pounds when I withdrew 30. What do I do?,75,64,15
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,75,80,15
I could only take the amount of money that was available to me which was less then I expected.,75,94,19
I was given less cash then I wanted.,75,36,8
"Hello, I didn't receive the right amount on my ATM transaction,  the app shows the correct amount how can we fix this",75,117,22
I did not receive my full withdrawal amount,75,43,8
I received a different amount of cash than what I entered.,75,58,11
"I only received $20, but I requested $100.",75,42,8
"Help, your app is showing a larger WD than I actually did earlier at an ATM.",75,76,16
"I think something went wrong, I didn't get the right amount.",75,60,11
What do I do if I got the wrong amount at the ATM?,75,50,13
I did not receive the right amount of cash I requested,75,54,11
I attempted to withdraw some money from an ATM this morning and received the wrong amount. Your app says I have enough money available in the account. Can someone tell me what's wrong?,75,184,33
What happens if the ATM doesn't give the right amount of money?,75,63,12
I asked for more cash than what was received,75,44,9
Why can't I take $100 out,75,25,6
I requested $100 but only got $20,75,33,7
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",75,189,39
I tried withdrawing but my cash is not showing up?,75,50,10
I was not able to receive the correct amount of cash.,75,53,11
I didn't receive the correct amount of cash,75,43,8
I did not get enough cash,75,25,6
"I tried to withdraw some money from an ATM this morning but wasn't able to get the amount of cash I needed. The amount in the app says what I was trying to withdraw was deducted, but I don't have any money. What do I do about this?",75,231,48
The ATM is showing it gave me the money I requested but I didn't get that amount.,75,81,17
The correct amount of cash was not received.,75,44,8
I am so angry right now!  I went to the ATM and did not get the correct amount of money I chose to withdraw.  How could this happen?  I need my money and want to know how I can get it ASAP!,75,189,42
I was given the wrong amount of cash,75,36,8
The atm didn't give me all my cash,75,34,8
"Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that??",75,133,31
I did not ask for the amount of cash that I received.,75,53,12
Got only $20 when I tried to withdraw $100.,75,43,9
The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.,75,118,21
The ATM gave me less cash than requested,75,40,8
Why didn't I receive all the cash I requested?,75,46,9
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,75,75,16
Yikes!  I didn't get the amount of money that I requested.  What do I do now?,75,77,16
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75,106,20
I selected to withdrawal 30 pounds but only received 10. I'm still standing in front of the ATM. The app shows i took out 30 pounds also. How do i fix this?,75,156,32
My cash received does not match what has been requested,75,55,10
I was not given the amount of cash I withdrew,75,45,10
I was not distributed all of cash that I requested,75,50,10
The machine gave me the wrong amount of cash.,75,45,9
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",75,114,24
"I asked for $40 and I only received $20, what happened?",75,55,11
Why didn't I get the amount I requested at the ATM?,75,51,11
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,75,81,18
I received the wrong amount of cash.,75,36,7
I haven't received my cash yet.,75,31,6
I did not get all the cash at ATM.,75,34,9
"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?",75,78,18
Earlier today I took money out the ATM. After checking the app the amount is so much higher than the amount I received.,75,119,23
Why did I get less cash than what I asked in the ATM?,75,53,13
My cash withdrawal was short.,75,29,5
I was not distributed the correct amount of cash that I asked for,75,65,13
The ATM shows a withdraw of the amount of money I requested but I didn't revieve that amount in cash.,75,101,20
"When I went to $100, all the machine would give me was $20.",75,59,13
What happens if the ATM gives me the wrong amount of money?,75,59,12
i did not get any money but still was charged,75,45,10
You shorted me money when I tried to make a withdrawal.,75,55,11
i asked for 100 only got 80,75,27,7
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",75,97,21
Cash withdrawal was incorrect at ATM.,75,37,6
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",75,254,53
Why did the ATM give me less money than what I requested?,75,57,12
I did not receive the right amount of cash.,75,43,9
How can we correct a mistake on an ATM transaction?  The app shows what I should have gotten.,75,93,18
Why did I not get the amount I specified at the ATM?,75,52,12
The ATM didn't give me what I asked for but my balance says it did,75,66,15
I got less cash than what I specified for through the ATM.,75,58,12
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,75,171,35
A wrong amount of cash we sent to me.,75,37,9
"I took out money, and didn't get all of it.",75,43,10
How can I get cash back? The ATM just gave me the wrong amount that I've been actually charged though...,75,104,20
"Please help me with the amount that i have withdrawn from the ATM today, the ATM has given me wrong sum of amount, and i could see that the app is displaying the greater amount than taken out.",75,192,38
I withdrew $100 but only received $20,75,37,7
I requested money from the ATM and it didn't give me as much as I requested.,75,76,16
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",75,154,34
$20 came out instead of $100,75,28,6
How can I fix this? The ATM gave me more cash than I'd asked for.,75,65,15
I could not get the cash I wanted,75,33,8
I wanted to take out $100 but I only got $20.,75,45,11
"Help, the ATM didn't give me all the money I requested",75,54,11
The cash I asked for still hasn't been received,75,47,9
I wanted $100 but only got $20,75,30,7
The ATM didn't give me the amount I asked for,75,45,10
Where'd the rest of my cash go from the ATM,75,43,10
I got less cash at the ATM than I asked for. Why?,75,49,12
There was a limited amount of money available at the time of my transaction.,75,76,14
My cash withdrawal was not entirely complete,75,44,7
The atm didn'y give me all the cash,75,35,8
The ATM is messed up. It gave me less than I wanted.,75,52,12
I received the wrong amount of cash from the ATM. Can you help?,75,63,13
ATM only gave me $20 instead of $100,75,36,8
I was only given $20 when I tried to get $100,75,45,11
I needed $100 but all it gave me was $20.,75,41,10
I tried pulling out money at the ATM and it gave me an incorrect amount back.,75,77,16
Why did I only get $20 when I asked for $100?,75,45,11
The amount of cash i have received is not correct.,75,50,10
How can I get my money that I didn't get from the ATM?,75,54,13
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",75,120,25
I didn't get all the money I asked for,75,38,9
The ATM did not give me as much cash as I requested.,75,52,12
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,75,115,21
Why is my withdrawal wrong? I took out $100 but only received $20.,75,66,13
I asked for cash but I did not receive all the funds,75,52,12
The ATM I'm standing in front of only gave me 10 pounds rather than the 30 pounds I wanted. The app shows I took out 30 pounds also. What do I need to do to fix this?,75,166,37
I only got some of the cash I requested from the ATM,75,52,12
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",75,92,22
I got the incorrect amount of money given to me from my account,75,63,13
I did not receive the correct amount of cash.,75,45,9
I did not receive all of my cash back,75,37,9
I got some cash but it wasn't the right amount.,75,47,10
Can you explain why the ATM is giving me less money than what I asked for?,75,74,16
I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money?,75,84,19
I visited the ATM but got less money than what I requested. Why?,75,64,13
I couldn't get the money I needed.,75,34,7
Who should I contact if the amount of my withdrawal doesn't correspond to the amount that I tried to take out of my account?,75,124,24
I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.,75,106,22
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,75,203,45
The amount of money I pushed at the atm machine did not come out of the machine.,75,80,17
"I got less than what i asked for in the ATM, why?",75,49,12
"I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now!",75,166,36
The machine only paid me a hundred when I wanted 20,75,51,11
There was a fee charged when I paid with my card.,15,49,11
I received a fee I should not have.,15,35,8
Why am I being a charged for using my card?,15,43,10
Tell me why there is a fee for a card payment.,15,46,11
I don't understand why I'm being charged for using my card.,15,59,11
I paid with my card so so why was I charged a transaction fee?,15,62,14
"I shouldn't have been charged but I see a fee, why?",15,51,11
"i made a payment with my card and was charged a fee, why would you do that",15,74,17
A fee came along with me paying with card,15,41,9
I had to pay a fee when buying items with my card.,15,50,12
Why is there a fee when I thought there would be no fees?,15,57,13
Why are there fees for using a card?,15,36,8
I had to pay money for paying with my card.,15,43,10
"I'm going on holiday to France for 6 weeks with my family and the cat, Fluffy.  I just purchased €10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  What is this for?",15,208,41
What are the reasons to be charged a fee on card payments?,15,58,12
I paid with card and was charged a fee that shouldn't be there!,15,63,13
Why was I charged an extra fee when paying with card?,15,53,11
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,15,104,21
I don't understand why I was charged an additional fee for this service. Can you clarify?,15,89,16
Why is there a fee for using my card?,15,37,9
Why was my transaction charged an extra fee when paying with my card?,15,69,13
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",15,164,32
"On a card payment, why is there a fee?",15,38,9
Why did I get charged a fee for my card payment?,15,48,11
Why are you charging me fees for using my card?,15,47,10
What is the extra fee that showed up on my card?,15,48,11
Why was I charged a fee for using my card,15,41,10
Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.,15,100,21
I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this?,15,152,32
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,15,96,20
I think a fee was applied for paying with a card.,15,49,11
I'm being charged for using my card!,15,36,7
I bought something with my card and I was charged a fee,15,55,12
I received an extra charge for using the card. Why?,15,51,10
Can you explain why my payment was charged a fee?,15,49,10
Is there a fee for paying by card?,15,34,8
Who charged me a fee for paying by card?,15,40,9
I have a fee showing from last time I used my card.,15,51,12
Why is this fee being charged to me after using my card?,15,56,12
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",15,128,25
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,15,157,31
I payed with the card and there was an extra fee?,15,49,11
Is it normal to be charged an extra fee when paying with my card?,15,65,14
Why was there a fee for paying by card?,15,39,9
How did the extra charge on my card come in effect?,15,51,11
Please tell me why I was charged additionally when I used the card.,15,67,13
I made a purchase with my card and I was charged a fee for using it,15,67,16
I was made to pay a fee for making a transaction with card.,15,59,13
"Why, when paying with the card, was I charged an extra fee?",15,59,12
I have never been charged a card payment fee before. Why did this change?,15,73,14
What can i pay with out  fees,15,29,7
Why and I being charged this fee?,15,33,7
Why was I charged a fee? I thought shopping was free?,15,53,11
There was an extra charge when I used my card,15,45,10
What is this fee for card payment?,15,34,7
I saw a fee on my app from one of my payments and I wasn't sure where it came from. Is there a way you can tell me when there's an additional fee for my payments?,15,162,36
Why was I charged for payments? You didn't warn me about additional fees.,15,73,13
"i have used my card online before and wasn't charged, why am i charged now",15,74,15
"I paid with my card and got charged an extra fee, what's up with that?",15,70,15
I used my card and there was a fee,15,34,9
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",15,109,22
Why am I getting a fee on a card payment?,15,41,10
"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances.",15,184,36
I noticed that i got charged extra for using the card.,15,54,11
I paid with a card and there is an extra charge. Why?,15,53,12
Can you explain why I am now getting charged a fee for using my card?,15,69,15
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",15,152,31
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,15,100,20
I got a fee when paying with my card,15,36,9
why is there a fee for a payment on my card?,15,44,11
"When using my card I was charged a fee for doing so, why?",15,57,13
What was I charged a fee for card payment?,15,42,9
What is this extra fee?,15,23,5
Why did I have to pay extra because I paid with my card?,15,56,13
I want to see what this fee is on my card payment.,15,50,12
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,15,187,36
how do i avoid charges in the future,15,36,8
An extra fee has been added to my card payment is this correct?,15,63,13
Why was there an extra charge because I used my card to pay?,15,60,13
Why do I have to pay extra for using my card?,15,45,11
"Unbeknownst to me, there was an additional charge on my prior transaction. A notification of sorts should be required and explained before future payments are made.",15,164,26
I paid with my card and was charged extra,15,41,9
My account was charged a fee. When did you start charging extra for card payments?,15,82,15
Explain the extra fee on my card when paying.,15,45,9
I was charged and shouldn't have been charged when using my card!,15,65,12
I have a fee and I don't know why,15,33,9
I was mistakenly charged a fee for using my card.,15,49,10
tell me why I was charged more with my card?,15,44,10
"My card is showing a fee from when I used it, but I thought this card was supposed to be fee free?",15,98,22
There was an extra fee when I paid with the card.,15,49,11
I think I was wrongly charged in a recent transaction when I used my card.,15,74,15
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",15,107,21
